2018/12/5,13:25:16,171,2773,1
2018/12/5,13:25:17,171,2824,1
2018/12/5,13:25:18,171,2811,1
2018/12/5,13:25:19,171,2808,1
2018/12/5,13:25:20,171,2810,1
2018/12/5,13:25:21,0,2811,1
2018/12/5,13:25:22,0,2814,1
2018/12/5,13:25:23,0,2817,1
2018/12/5,13:25:24,0,2820,0
2018/12/5,13:25:25,0,2822,0
2018/12/5,13:25:26,0,2825,0
2018/12/5,13:25:27,0,2827,0
2018/12/5,13:25:28,0,2826,0
2018/12/5,13:25:29,0,2871,1
2018/12/5,13:25:30,255,65535,255
2018/12/5,13:25:31,255,65535,255
2018/12/5,13:25:32,255,65535,255
2018/12/5,13:25:33,255,65535,255
2018/12/5,13:25:34,255,65535,255
2018/12/5,13:25:35,255,65535,255
2018/12/5,13:25:36,255,65535,255
2018/12/5,13:25:37,255,65535,255
2018/12/5,13:25:38,255,65535,255
2018/12/5,13:25:39,255,65535,255
2018/12/5,13:25:40,255,65535,255
2018/12/5,13:25:41,255,65535,255
2018/12/5,13:25:42,255,65535,255
2018/12/5,13:25:43,255,65535,255
2018/12/5,13:25:44,255,65535,255
2018/12/5,13:25:45,255,65535,255
2018/12/5,13:25:46,255,65535,255
2018/12/5,13:25:47,255,65535,255
2018/12/5,13:25:48,255,65535,255
2018/12/5,13:25:49,255,65535,255
2018/12/5,13:25:50,255,65535,255
2018/12/5,13:25:51,255,65535,255
2018/12/5,13:25:52,255,65535,255
2018/12/5,13:25:53,255,65535,255
2018/12/5,13:25:54,255,65535,255
2018/12/5,13:25:55,255,65535,255
2018/12/5,13:25:56,255,65535,255
2018/12/5,13:25:57,255,65535,255
2018/12/5,13:25:58,255,65535,255
2018/12/5,13:25:59,255,65535,255
2018/12/5,13:26:00,255,65535,255
2018/12/5,13:26:01,255,65535,255
2018/12/5,13:26:02,255,65535,255
2018/12/5,13:26:03,255,65535,255
2018/12/5,13:26:04,255,65535,255
2018/12/5,13:26:05,255,65535,255
2018/12/5,13:26:06,255,65535,255
2018/12/5,13:26:07,255,65535,255
2018/12/5,13:26:08,255,65535,255
2018/12/5,13:26:09,255,65535,255
2018/12/5,13:26:10,255,65535,255
2018/12/5,13:26:11,255,65535,255
2018/12/5,13:26:12,255,65535,255
2018/12/5,13:26:13,255,65535,255
2018/12/5,13:26:14,255,65535,255
2018/12/5,13:26:15,255,65535,255
2018/12/5,13:26:16,255,65535,255
2018/12/5,13:26:17,255,65535,255
2018/12/5,13:26:18,255,65535,255
2018/12/5,13:26:19,255,65535,255
2018/12/5,13:26:20,255,65535,255
2018/12/5,13:26:21,255,65535,255
2018/12/5,13:26:22,255,65535,255
2018/12/5,13:26:23,255,65535,255
2018/12/5,13:26:24,255,65535,255
2018/12/5,13:26:25,255,65535,255
2018/12/5,13:26:26,255,65535,255
2018/12/5,13:26:27,255,65535,255
2018/12/5,13:26:28,255,65535,255
2018/12/5,13:26:29,255,65535,255
2018/12/5,13:26:30,255,65535,255
2018/12/5,13:26:31,255,65535,255
2018/12/5,13:26:32,255,65535,255
2018/12/5,13:26:33,255,65535,255
2018/12/5,13:26:34,255,65535,255
2018/12/5,13:26:35,255,65535,255
2018/12/5,13:26:36,255,65535,255
2018/12/5,13:26:37,255,65535,255
2018/12/5,13:26:38,255,65535,255
2018/12/5,13:26:39,255,65535,255
2018/12/5,13:26:40,255,65535,255
2018/12/5,13:26:41,255,65535,255
2018/12/5,13:26:42,255,65535,255
2018/12/5,13:26:43,255,65535,255
2018/12/5,13:26:44,255,65535,255
2018/12/5,13:26:45,255,65535,255
2018/12/5,13:26:46,255,65535,255
2018/12/5,13:26:47,255,65535,255
2018/12/5,13:26:48,255,65535,255
2018/12/5,13:26:49,255,65535,255
2018/12/5,13:26:50,255,65535,255
2018/12/5,13:26:51,255,65535,255
2018/12/5,13:26:52,255,65535,255
2018/12/5,13:26:53,255,65535,255
2018/12/5,13:26:54,255,65535,255
2018/12/5,13:26:55,255,65535,255
2018/12/5,13:26:56,255,65535,255
2018/12/5,13:26:57,255,65535,255
2018/12/5,13:26:58,255,65535,255
2018/12/5,13:26:59,255,65535,255
2018/12/5,13:27:00,255,65535,255
2018/12/5,13:27:01,255,65535,255
2018/12/5,13:27:02,255,65535,255
2018/12/5,13:27:03,255,65535,255
2018/12/5,13:27:04,255,65535,255
2018/12/5,13:27:05,255,65535,255
2018/12/5,13:27:06,255,65535,255
2018/12/5,13:27:07,255,65535,255
2018/12/5,13:27:08,255,65535,255
2018/12/5,13:27:09,255,65535,255
2018/12/5,13:27:10,255,65535,255
2018/12/5,13:27:11,255,65535,255
2018/12/5,13:27:12,255,65535,255
2018/12/5,13:27:13,255,65535,255
2018/12/5,13:27:14,255,65535,255
2018/12/5,13:27:15,255,65535,255
2018/12/5,13:27:16,255,65535,255
2018/12/5,13:27:17,255,65535,255
2018/12/5,13:27:18,255,65535,255
2018/12/5,13:27:19,255,65535,255
2018/12/5,13:27:20,255,65535,255
2018/12/5,13:27:21,255,65535,255
2018/12/5,13:27:22,255,65535,255
2018/12/5,13:27:23,255,65535,255
2018/12/5,13:27:24,255,65535,255
2018/12/5,13:27:25,255,65535,255
2018/12/5,13:27:26,255,65535,255
2018/12/5,13:27:27,255,65535,255
2018/12/5,13:27:28,255,65535,255
2018/12/5,13:27:29,255,65535,255
2018/12/5,13:27:30,255,65535,255
2018/12/5,13:27:31,255,65535,255
2018/12/5,13:27:32,255,65535,255
2018/12/5,13:27:33,255,65535,255
2018/12/5,13:27:34,255,65535,255
2018/12/5,13:27:35,255,65535,255
2018/12/5,13:27:36,255,65535,255
2018/12/5,13:27:37,255,65535,255
2018/12/5,13:27:38,255,65535,255
2018/12/5,13:27:39,255,65535,255
2018/12/5,13:27:40,255,65535,255
2018/12/5,13:27:41,255,65535,255
2018/12/5,13:27:42,255,65535,255
2018/12/5,13:27:43,255,65535,255
2018/12/5,13:27:44,255,65535,255
2018/12/5,13:27:45,255,65535,255
2018/12/5,13:27:46,255,65535,255
2018/12/5,13:27:47,255,65535,255
2018/12/5,13:27:48,255,65535,255
2018/12/5,13:27:49,255,65535,255
2018/12/5,13:27:50,255,65535,255
2018/12/5,13:27:51,255,65535,255
2018/12/5,13:27:52,255,65535,255
2018/12/5,13:27:53,255,65535,255
2018/12/5,13:27:54,255,65535,255
2018/12/5,13:27:55,255,65535,255
2018/12/5,13:27:56,255,65535,255
2018/12/5,13:27:57,255,65535,255
2018/12/5,13:27:58,255,65535,255
2018/12/5,13:27:59,255,65535,255
2018/12/5,13:28:00,255,65535,255
2018/12/5,13:28:01,255,65535,255
2018/12/5,13:28:02,255,65535,255
2018/12/5,13:28:03,255,65535,255
2018/12/5,13:28:04,255,65535,255
2018/12/5,13:28:05,255,65535,255
2018/12/5,13:28:06,255,65535,255
2018/12/5,13:28:07,255,65535,255
2018/12/5,13:28:08,255,65535,255
2018/12/5,13:28:09,255,65535,255
2018/12/5,13:28:10,255,65535,255
2018/12/5,13:28:11,255,65535,255
2018/12/5,13:28:12,255,65535,255
2018/12/5,13:28:13,255,65535,255
2018/12/5,13:28:14,255,65535,255
2018/12/5,13:28:15,255,65535,255
2018/12/5,13:28:16,255,65535,255
2018/12/5,13:28:17,255,65535,255
2018/12/5,13:28:18,255,65535,255
2018/12/5,13:28:19,255,65535,255
2018/12/5,13:28:20,255,65535,255
2018/12/5,13:28:21,255,65535,255
2018/12/5,13:28:22,255,65535,255
2018/12/5,13:28:23,255,65535,255
2018/12/5,13:28:24,255,65535,255
2018/12/5,13:28:25,255,65535,255
2018/12/5,13:28:26,255,65535,255
2018/12/5,13:28:27,255,65535,255
2018/12/5,13:28:28,255,65535,255
2018/12/5,13:28:29,255,65535,255
2018/12/5,13:28:30,255,65535,255
2018/12/5,13:28:31,255,65535,255
2018/12/5,13:28:32,255,65535,255
2018/12/5,13:28:33,255,65535,255
2018/12/5,13:28:34,255,65535,255
2018/12/5,13:28:35,255,65535,255
2018/12/5,13:28:36,255,65535,255
2018/12/5,13:28:37,255,65535,255
2018/12/5,13:28:38,255,65535,255
