	0	1	2	3	4	BT
498	2018/12/07	01:23:00	71	3609	0	36.37701
499	2018/12/07	01:23:10	71	3610	0	36.38709
500	2018/12/07	01:23:20	73	3605	0	36.336690000000004
501	2018/12/07	01:23:30	73	3607	0	36.35685
502	2018/12/07	01:23:40	75	3605	0	36.336690000000004
503	2018/12/07	01:23:50	74	3608	0	36.36693
504	2018/12/07	01:24:00	76	3608	0	36.36693
505	2018/12/07	01:24:10	73	3605	0	36.336690000000004
506	2018/12/07	01:24:20	72	3605	0	36.336690000000004
507	2018/12/07	01:24:30	75	3602	0	36.30645
508	2018/12/07	01:24:40	74	3606	0	36.34677
509	2018/12/07	01:24:50	75	3607	0	36.35685
510	2018/12/07	01:25:00	75	3604	0	36.32661
511	2018/12/07	01:25:10	78	3605	0	36.336690000000004
512	2018/12/07	01:25:20	78	3606	0	36.34677
513	2018/12/07	01:25:30	78	3602	0	36.30645
514	2018/12/07	01:25:40	79	3604	0	36.32661
515	2018/12/07	01:25:50	79	3601	0	36.29637
516	2018/12/07	01:26:00	79	3599	0	36.27621
517	2018/12/07	01:26:10	79	3600	0	36.28629
518	2018/12/07	01:26:20	80	3604	0	36.32661
519	2018/12/07	01:26:30	76	3602	0	36.30645
520	2018/12/07	01:26:40	75	3601	0	36.29637
521	2018/12/07	01:26:50	77	3603	0	36.31653
522	2018/12/07	01:27:00	78	3603	0	36.31653
523	2018/12/07	01:27:10	76	3598	0	36.266130000000004
524	2018/12/07	01:27:20	77	3598	0	36.266130000000004
525	2018/12/07	01:27:30	78	3600	0	36.28629
526	2018/12/07	01:27:40	79	3595	0	36.235890000000005
527	2018/12/07	01:27:50	72	3593	0	36.21573
528	2018/12/07	01:28:00	71	3588	0	36.165330000000004
529	2018/12/07	01:28:10	74	3584	0	36.12501
530	2018/12/07	01:28:20	77	3585	0	36.13509
531	2018/12/07	01:28:30	78	3583	0	36.11493
532	2018/12/07	01:28:40	78	3580	0	36.08469
533	2018/12/07	01:28:50	77	3578	0	36.064530000000005
534	2018/12/07	01:29:00	79	3577	0	36.05445
535	2018/12/07	01:29:10	80	3579	0	36.07461
536	2018/12/07	01:29:20	78	3577	0	36.05445
537	2018/12/07	01:29:30	79	3575	0	36.03429
538	2018/12/07	01:29:40	80	3578	0	36.064530000000005
539	2018/12/07	01:29:50	80	3577	0	36.05445
540	2018/12/07	01:30:00	79	3575	0	36.03429
541	2018/12/07	01:30:10	78	3574	0	36.024210000000004
542	2018/12/07	01:30:20	77	3573	0	36.01413
543	2018/12/07	01:30:30	73	3572	0	36.00405
544	2018/12/07	01:30:40	74	3575	0	36.03429
545	2018/12/07	01:30:50	78	3575	0	36.03429
546	2018/12/07	01:31:00	76	3573	0	36.01413
547	2018/12/07	01:31:10	77	3573	0	36.01413
548	2018/12/07	01:31:20	79	3571	0	35.993970000000004
549	2018/12/07	01:31:30	79	3570	0	35.98389
550	2018/12/07	01:31:40	79	3572	0	36.00405
551	2018/12/07	01:31:50	78	3571	0	35.993970000000004
552	2018/12/07	01:32:00	79	3569	0	35.97381
553	2018/12/07	01:32:10	80	3568	0	35.96373
554	2018/12/07	01:32:20	80	3569	0	35.97381
555	2018/12/07	01:32:30	80	3569	0	35.97381
556	2018/12/07	01:32:40	78	3567	0	35.95365
557	2018/12/07	01:32:50	79	3565	0	35.93349
558	2018/12/07	01:33:00	79	3568	0	35.96373
559	2018/12/07	01:33:10	79	3567	0	35.95365
560	2018/12/07	01:33:20	79	3565	0	35.93349
561	2018/12/07	01:33:30	80	3568	0	35.96373
562	2018/12/07	01:33:40	81	3565	0	35.93349
563	2018/12/07	01:33:50	83	3565	0	35.93349
564	2018/12/07	01:34:00	80	3567	0	35.95365
565	2018/12/07	01:34:10	82	3564	0	35.923410000000004
566	2018/12/07	01:34:20	79	3559	0	35.87301
567	2018/12/07	01:34:30	77	3563	0	35.91333
568	2018/12/07	01:34:40	79	3559	0	35.87301
569	2018/12/07	01:34:50	78	3556	0	35.84277
570	2018/12/07	01:35:00	78	3555	0	35.83269
571	2018/12/07	01:35:10	79	3556	0	35.84277
572	2018/12/07	01:35:20	78	3555	0	35.83269
573	2018/12/07	01:35:30	77	3554	0	35.822610000000005
574	2018/12/07	01:35:40	78	3552	0	35.80245
575	2018/12/07	01:35:50	75	3553	0	35.81253
576	2018/12/07	01:36:00	76	3555	0	35.83269
577	2018/12/07	01:36:10	78	3551	0	35.79237
578	2018/12/07	01:36:20	77	3554	0	35.822610000000005
579	2018/12/07	01:36:30	78	3554	0	35.822610000000005
580	2018/12/07	01:36:40	78	3553	0	35.81253
581	2018/12/07	01:36:50	77	3549	0	35.77221
582	2018/12/07	01:37:00	77	3551	0	35.79237
583	2018/12/07	01:37:10	76	3552	0	35.80245
584	2018/12/07	01:37:20	79	3550	0	35.78229
585	2018/12/07	01:37:30	80	3553	0	35.81253
586	2018/12/07	01:37:40	78	3553	0	35.81253
587	2018/12/07	01:37:50	79	3554	0	35.822610000000005
588	2018/12/07	01:38:00	78	3551	0	35.79237
589	2018/12/07	01:38:10	77	3552	0	35.80245
590	2018/12/07	01:38:20	78	3551	0	35.79237
591	2018/12/07	01:38:30	81	3553	0	35.81253
592	2018/12/07	01:38:40	80	3555	0	35.83269
593	2018/12/07	01:38:50	76	3550	0	35.78229
594	2018/12/07	01:39:00	76	3549	0	35.77221
595	2018/12/07	01:39:10	78	3555	0	35.83269
596	2018/12/07	01:39:20	76	3546	0	35.74197
597	2018/12/07	01:39:30	77	3559	0	35.87301
598	2018/12/07	01:39:40	69	3562	0	35.90325
599	2018/12/07	01:39:50	67	3568	0	35.96373
600	2018/12/07	01:40:00	73	3568	0	35.96373
601	2018/12/07	01:40:10	74	3572	0	36.00405
602	2018/12/07	01:40:20	75	3569	0	35.97381
603	2018/12/07	01:40:30	77	3573	0	36.01413
604	2018/12/07	01:40:40	76	3572	0	36.00405
605	2018/12/07	01:40:50	76	3572	0	36.00405
606	2018/12/07	01:41:00	74	3577	0	36.05445
607	2018/12/07	01:41:10	77	3574	0	36.024210000000004
608	2018/12/07	01:41:20	79	3573	0	36.01413
609	2018/12/07	01:41:30	77	3575	0	36.03429
610	2018/12/07	01:41:40	78	3575	0	36.03429
611	2018/12/07	01:41:50	79	3579	0	36.07461
612	2018/12/07	01:42:00	79	3577	0	36.05445
613	2018/12/07	01:42:10	81	3577	0	36.05445
614	2018/12/07	01:42:20	82	3578	0	36.064530000000005
615	2018/12/07	01:42:30	80	3577	0	36.05445
616	2018/12/07	01:42:40	72	3575	0	36.03429
617	2018/12/07	01:42:50	72	3574	0	36.024210000000004
618	2018/12/07	01:43:00	76	3575	0	36.03429
619	2018/12/07	01:43:10	76	3573	0	36.01413
620	2018/12/07	01:43:20	76	3577	0	36.05445
621	2018/12/07	01:43:30	76	3577	0	36.05445
622	2018/12/07	01:43:40	78	3575	0	36.03429
623	2018/12/07	01:43:50	81	3573	0	36.01413
624	2018/12/07	01:44:00	86	3574	0	36.024210000000004
625	2018/12/07	01:44:10	92	3576	0	36.04437
626	2018/12/07	01:44:20	85	3573	0	36.01413
627	2018/12/07	01:44:30	78	3578	0	36.064530000000005
628	2018/12/07	01:44:40	68	3572	0	36.00405
629	2018/12/07	01:44:50	70	3575	0	36.03429
630	2018/12/07	01:45:00	75	3574	0	36.024210000000004
631	2018/12/07	01:45:10	76	3572	0	36.00405
632	2018/12/07	01:45:20	74	3574	0	36.024210000000004
633	2018/12/07	01:45:30	73	3574	0	36.024210000000004
634	2018/12/07	01:45:40	72	3573	0	36.01413
635	2018/12/07	01:45:50	74	3574	0	36.024210000000004
636	2018/12/07	01:46:00	76	3573	0	36.01413
637	2018/12/07	01:46:10	75	3574	0	36.024210000000004
638	2018/12/07	01:46:20	77	3573	0	36.01413
639	2018/12/07	01:46:30	77	3573	0	36.01413
640	2018/12/07	01:46:40	77	3573	0	36.01413
641	2018/12/07	01:46:50	78	3575	0	36.03429
642	2018/12/07	01:47:00	78	3577	0	36.05445
643	2018/12/07	01:47:10	76	3578	0	36.064530000000005
644	2018/12/07	01:47:20	75	3575	0	36.03429
645	2018/12/07	01:47:30	75	3574	0	36.024210000000004
646	2018/12/07	01:47:40	75	3577	0	36.05445
647	2018/12/07	01:47:50	74	3575	0	36.03429
648	2018/12/07	01:48:00	78	3576	0	36.04437
649	2018/12/07	01:48:10	76	3579	0	36.07461
650	2018/12/07	01:48:20	75	3576	0	36.04437
651	2018/12/07	01:48:30	75	3576	0	36.04437
652	2018/12/07	01:48:40	76	3575	0	36.03429
653	2018/12/07	01:48:50	76	3574	0	36.024210000000004
654	2018/12/07	01:49:00	76	3576	0	36.04437
655	2018/12/07	01:49:10	76	3572	0	36.00405
656	2018/12/07	01:49:20	78	3571	1	35.993970000000004
657	2018/12/07	01:49:30	83	3570	0	35.98389
658	2018/12/07	01:49:40	83	3573	0	36.01413
659	2018/12/07	01:49:50	79	3569	0	35.97381
660	2018/12/07	01:50:00	78	3571	0	35.993970000000004
661	2018/12/07	01:50:10	77	3567	0	35.95365
662	2018/12/07	01:50:20	76	3571	0	35.993970000000004
663	2018/12/07	01:50:30	76	3565	0	35.93349
664	2018/12/07	01:50:40	76	3562	0	35.90325
665	2018/12/07	01:50:50	77	3565	0	35.93349
666	2018/12/07	01:51:00	76	3566	0	35.94357
667	2018/12/07	01:51:10	75	3565	0	35.93349
668	2018/12/07	01:51:20	74	3560	0	35.88309
669	2018/12/07	01:51:30	75	3562	0	35.90325
670	2018/12/07	01:51:40	75	3560	0	35.88309
671	2018/12/07	01:51:50	75	3559	0	35.87301
672	2018/12/07	01:52:00	79	3556	0	35.84277
673	2018/12/07	01:52:10	69	3553	0	35.81253
674	2018/12/07	01:52:20	69	3554	0	35.822610000000005
675	2018/12/07	01:52:30	72	3551	0	35.79237
676	2018/12/07	01:52:40	72	3550	0	35.78229
677	2018/12/07	01:52:50	71	3552	0	35.80245
678	2018/12/07	01:53:00	71	3548	0	35.76213
679	2018/12/07	01:53:10	71	3551	0	35.79237
680	2018/12/07	01:53:20	71	3549	0	35.77221
681	2018/12/07	01:53:30	72	3548	0	35.76213
682	2018/12/07	01:53:40	72	3544	0	35.72181
683	2018/12/07	01:53:50	72	3548	0	35.76213
684	2018/12/07	01:54:00	72	3544	0	35.72181
685	2018/12/07	01:54:10	72	3546	0	35.74197
686	2018/12/07	01:54:20	71	3544	0	35.72181
687	2018/12/07	01:54:30	72	3544	0	35.72181
688	2018/12/07	01:54:40	71	3545	0	35.73189
689	2018/12/07	01:54:50	71	3545	0	35.73189
690	2018/12/07	01:55:00	72	3548	0	35.76213
691	2018/12/07	01:55:10	71	3544	0	35.72181
692	2018/12/07	01:55:20	72	3541	0	35.69157
693	2018/12/07	01:55:30	72	3544	0	35.72181
694	2018/12/07	01:55:40	71	3544	0	35.72181
695	2018/12/07	01:55:50	72	3542	0	35.70165
696	2018/12/07	01:56:00	72	3546	0	35.74197
697	2018/12/07	01:56:10	72	3544	0	35.72181
698	2018/12/07	01:56:20	72	3543	0	35.71173
699	2018/12/07	01:56:30	72	3544	0	35.72181
700	2018/12/07	01:56:40	71	3547	0	35.752050000000004
701	2018/12/07	01:56:50	69	3544	0	35.72181
702	2018/12/07	01:57:00	71	3545	0	35.73189
703	2018/12/07	01:57:10	72	3543	0	35.71173
704	2018/12/07	01:57:20	72	3542	0	35.70165
705	2018/12/07	01:57:30	72	3543	0	35.71173
706	2018/12/07	01:57:40	72	3544	0	35.72181
707	2018/12/07	01:57:50	76	3548	0	35.76213
708	2018/12/07	01:58:00	76	3546	0	35.74197
709	2018/12/07	01:58:10	73	3543	0	35.71173
710	2018/12/07	01:58:20	75	3543	0	35.71173
711	2018/12/07	01:58:30	76	3544	0	35.72181
712	2018/12/07	01:58:40	76	3545	0	35.73189
713	2018/12/07	01:58:50	76	3541	0	35.69157
714	2018/12/07	01:59:00	77	3543	0	35.71173
715	2018/12/07	01:59:10	78	3541	0	35.69157
716	2018/12/07	01:59:20	76	3541	0	35.69157
717	2018/12/07	01:59:30	76	3543	0	35.71173
718	2018/12/07	01:59:40	76	3539	0	35.67141
719	2018/12/07	01:59:50	76	3540	0	35.681490000000004
720	2018/12/07	02:00:00	75	3541	0	35.69157
721	2018/12/07	02:00:10	75	3540	0	35.681490000000004
722	2018/12/07	02:00:20	77	3542	0	35.70165
723	2018/12/07	02:00:30	77	3539	0	35.67141
724	2018/12/07	02:00:40	76	3541	0	35.69157
725	2018/12/07	02:00:50	74	3540	0	35.681490000000004
726	2018/12/07	02:01:00	76	3539	0	35.67141
727	2018/12/07	02:01:10	73	3536	0	35.64117
728	2018/12/07	02:01:20	74	3539	0	35.67141
729	2018/12/07	02:01:30	71	3538	0	35.66133
730	2018/12/07	02:01:40	72	3538	0	35.66133
731	2018/12/07	02:01:50	73	3539	0	35.67141
732	2018/12/07	02:02:00	73	3536	0	35.64117
733	2018/12/07	02:02:10	73	3538	0	35.66133
734	2018/12/07	02:02:20	73	3538	0	35.66133
735	2018/12/07	02:02:30	75	3537	0	35.65125
736	2018/12/07	02:02:40	74	3539	0	35.67141
737	2018/12/07	02:02:50	73	3538	0	35.66133
738	2018/12/07	02:03:00	73	3534	0	35.62101
739	2018/12/07	02:03:10	74	3539	0	35.67141
740	2018/12/07	02:03:20	73	3536	0	35.64117
741	2018/12/07	02:03:30	72	3536	0	35.64117
742	2018/12/07	02:03:40	72	3534	0	35.62101
743	2018/12/07	02:03:50	74	3537	0	35.65125
744	2018/12/07	02:04:00	75	3538	0	35.66133
745	2018/12/07	02:04:10	74	3536	0	35.64117
746	2018/12/07	02:04:20	74	3538	0	35.66133
747	2018/12/07	02:04:30	74	3535	0	35.63109
748	2018/12/07	02:04:40	73	3535	0	35.63109
749	2018/12/07	02:04:50	72	3535	0	35.63109
750	2018/12/07	02:05:00	73	3535	0	35.63109
751	2018/12/07	02:05:10	74	3536	0	35.64117
752	2018/12/07	02:05:20	74	3536	0	35.64117
753	2018/12/07	02:05:30	73	3535	0	35.63109
754	2018/12/07	02:05:40	73	3538	0	35.66133
755	2018/12/07	02:05:50	73	3538	0	35.66133
756	2018/12/07	02:06:00	73	3535	0	35.63109
757	2018/12/07	02:06:10	72	3535	0	35.63109
758	2018/12/07	02:06:20	71	3535	0	35.63109
759	2018/12/07	02:06:30	73	3534	0	35.62101
760	2018/12/07	02:06:40	74	3533	0	35.61093
761	2018/12/07	02:06:50	73	3533	0	35.61093
762	2018/12/07	02:07:00	72	3536	0	35.64117
763	2018/12/07	02:07:10	74	3532	0	35.60085
764	2018/12/07	02:07:20	75	3532	0	35.60085
765	2018/12/07	02:07:30	71	3530	0	35.580690000000004
766	2018/12/07	02:07:40	68	3528	0	35.56053
767	2018/12/07	02:07:50	72	3527	0	35.55045
768	2018/12/07	02:08:00	76	3527	0	35.55045
769	2018/12/07	02:08:10	76	3528	0	35.56053
770	2018/12/07	02:08:20	74	3529	0	35.57061
771	2018/12/07	02:08:30	72	3525	0	35.53029
772	2018/12/07	02:08:40	73	3529	0	35.57061
773	2018/12/07	02:08:50	74	3526	0	35.54037
774	2018/12/07	02:09:00	74	3524	0	35.52021
775	2018/12/07	02:09:10	72	3528	0	35.56053
776	2018/12/07	02:09:20	72	3525	0	35.53029
777	2018/12/07	02:09:30	73	3526	0	35.54037
778	2018/12/07	02:09:40	73	3522	0	35.50005
779	2018/12/07	02:09:50	71	3523	0	35.510130000000004
780	2018/12/07	02:10:00	72	3524	0	35.52021
781	2018/12/07	02:10:10	73	3521	0	35.48997
782	2018/12/07	02:10:20	73	3522	0	35.50005
783	2018/12/07	02:10:30	74	3524	0	35.52021
784	2018/12/07	02:10:40	74	3521	0	35.48997
785	2018/12/07	02:10:50	71	3524	0	35.52021
786	2018/12/07	02:11:00	72	3523	0	35.510130000000004
787	2018/12/07	02:11:10	73	3525	0	35.53029
788	2018/12/07	02:11:20	73	3523	0	35.510130000000004
789	2018/12/07	02:11:30	73	3522	0	35.50005
790	2018/12/07	02:11:40	72	3524	0	35.52021
791	2018/12/07	02:11:50	73	3520	0	35.47989
792	2018/12/07	02:12:00	73	3519	0	35.46981
793	2018/12/07	02:12:10	74	3519	0	35.46981
794	2018/12/07	02:12:20	73	3522	0	35.50005
795	2018/12/07	02:12:30	72	3525	0	35.53029
796	2018/12/07	02:12:40	73	3518	0	35.45973000000001
797	2018/12/07	02:12:50	73	3521	0	35.48997
798	2018/12/07	02:13:00	73	3520	0	35.47989
799	2018/12/07	02:13:10	72	3519	0	35.46981
800	2018/12/07	02:13:20	71	3522	0	35.50005
801	2018/12/07	02:13:30	71	3521	0	35.48997
802	2018/12/07	02:13:40	72	3523	0	35.510130000000004
803	2018/12/07	02:13:50	70	3522	0	35.50005
804	2018/12/07	02:14:00	72	3521	0	35.48997
805	2018/12/07	02:14:10	73	3521	0	35.48997
806	2018/12/07	02:14:20	71	3522	0	35.50005
807	2018/12/07	02:14:30	72	3520	0	35.47989
808	2018/12/07	02:14:40	73	3521	0	35.48997
809	2018/12/07	02:14:50	72	3521	0	35.48997
810	2018/12/07	02:15:00	72	3521	0	35.48997
811	2018/12/07	02:15:10	72	3519	0	35.46981
812	2018/12/07	02:15:20	72	3521	0	35.48997
813	2018/12/07	02:15:30	71	3520	0	35.47989
814	2018/12/07	02:15:40	72	3521	0	35.48997
815	2018/12/07	02:15:50	72	3519	0	35.46981
816	2018/12/07	02:16:00	72	3519	0	35.46981
817	2018/12/07	02:16:10	73	3518	0	35.45973000000001
818	2018/12/07	02:16:20	73	3521	0	35.48997
819	2018/12/07	02:16:30	72	3520	0	35.47989
820	2018/12/07	02:16:40	71	3523	0	35.510130000000004
821	2018/12/07	02:16:50	71	3522	0	35.50005
822	2018/12/07	02:17:00	72	3520	0	35.47989
823	2018/12/07	02:17:10	72	3524	0	35.52021
824	2018/12/07	02:17:20	71	3520	0	35.47989
825	2018/12/07	02:17:30	71	3517	0	35.44965
826	2018/12/07	02:17:40	72	3519	0	35.46981
827	2018/12/07	02:17:50	70	3518	0	35.45973000000001
828	2018/12/07	02:18:00	70	3515	0	35.42949
829	2018/12/07	02:18:10	71	3520	0	35.47989
830	2018/12/07	02:18:20	69	3517	0	35.44965
831	2018/12/07	02:18:30	70	3517	0	35.44965
832	2018/12/07	02:18:40	71	3518	0	35.45973000000001
833	2018/12/07	02:18:50	70	3518	0	35.45973000000001
834	2018/12/07	02:19:00	70	3519	0	35.46981
835	2018/12/07	02:19:10	71	3518	0	35.45973000000001
836	2018/12/07	02:19:20	72	3518	0	35.45973000000001
837	2018/12/07	02:19:30	75	3519	0	35.46981
838	2018/12/07	02:19:40	73	3516	0	35.43957
839	2018/12/07	02:19:50	73	3519	0	35.46981
840	2018/12/07	02:20:00	73	3518	0	35.45973000000001
841	2018/12/07	02:20:10	72	3516	0	35.43957
842	2018/12/07	02:20:20	67	3519	0	35.46981
843	2018/12/07	02:20:30	68	3518	0	35.45973000000001
844	2018/12/07	02:20:40	71	3520	0	35.47989
845	2018/12/07	02:20:50	71	3518	0	35.45973000000001
846	2018/12/07	02:21:00	69	3518	0	35.45973000000001
847	2018/12/07	02:21:10	70	3517	0	35.44965
848	2018/12/07	02:21:20	71	3516	0	35.43957
849	2018/12/07	02:21:30	70	3518	0	35.45973000000001
850	2018/12/07	02:21:40	70	3518	0	35.45973000000001
851	2018/12/07	02:21:50	70	3517	0	35.44965
852	2018/12/07	02:22:00	69	3515	0	35.42949
853	2018/12/07	02:22:10	70	3517	0	35.44965
854	2018/12/07	02:22:20	70	3516	0	35.43957
855	2018/12/07	02:22:30	70	3515	0	35.42949
856	2018/12/07	02:22:40	70	3516	0	35.43957
857	2018/12/07	02:22:50	70	3516	0	35.43957
858	2018/12/07	02:23:00	70	3517	0	35.44965
859	2018/12/07	02:23:10	70	3517	0	35.44965
860	2018/12/07	02:23:20	70	3517	0	35.44965
861	2018/12/07	02:23:30	71	3516	0	35.43957
862	2018/12/07	02:23:40	73	3516	0	35.43957
863	2018/12/07	02:23:50	80	3517	0	35.44965
864	2018/12/07	02:24:00	84	3517	0	35.44965
865	2018/12/07	02:24:10	83	3518	0	35.45973000000001
866	2018/12/07	02:24:20	74	3516	0	35.43957
867	2018/12/07	02:24:30	71	3516	0	35.43957
868	2018/12/07	02:24:40	71	3517	0	35.44965
869	2018/12/07	02:24:50	70	3517	0	35.44965
870	2018/12/07	02:25:00	70	3518	0	35.45973000000001
871	2018/12/07	02:25:10	70	3509	0	35.36901
872	2018/12/07	02:25:20	70	3513	0	35.40933
873	2018/12/07	02:25:30	70	3510	0	35.37909
874	2018/12/07	02:25:40	70	3514	0	35.41941
875	2018/12/07	02:25:50	71	3517	0	35.44965
876	2018/12/07	02:26:00	69	3512	0	35.39925
877	2018/12/07	02:26:10	70	3511	0	35.38917000000001
878	2018/12/07	02:26:20	70	3514	0	35.41941
879	2018/12/07	02:26:30	70	3512	1	35.39925
880	2018/12/07	02:26:40	72	3513	1	35.40933
881	2018/12/07	02:26:50	101	3515	0	35.42949
882	2018/12/07	02:27:00	114	3516	0	35.43957
883	2018/12/07	02:27:10	91	3516	0	35.43957
884	2018/12/07	02:27:20	85	3516	0	35.43957
885	2018/12/07	02:27:30	66	3516	0	35.43957
886	2018/12/07	02:27:40	63	3515	0	35.42949
887	2018/12/07	02:27:50	66	3516	0	35.43957
888	2018/12/07	02:28:00	71	3516	0	35.43957
889	2018/12/07	02:28:10	68	3515	0	35.42949
890	2018/12/07	02:28:20	65	3517	0	35.44965
891	2018/12/07	02:28:30	69	3512	0	35.39925
892	2018/12/07	02:28:40	70	3518	0	35.45973000000001
893	2018/12/07	02:28:50	66	3517	0	35.44965
894	2018/12/07	02:29:00	66	3516	0	35.43957
895	2018/12/07	02:29:10	66	3514	0	35.41941
896	2018/12/07	02:29:20	67	3512	0	35.39925
897	2018/12/07	02:29:30	68	3512	0	35.39925
898	2018/12/07	02:29:40	68	3514	0	35.41941
899	2018/12/07	02:29:50	67	3512	0	35.39925
900	2018/12/07	02:30:00	67	3516	0	35.43957
901	2018/12/07	02:30:10	68	3513	0	35.40933
902	2018/12/07	02:30:20	71	3514	0	35.41941
903	2018/12/07	02:30:30	74	3517	0	35.44965
904	2018/12/07	02:30:40	66	3516	0	35.43957
905	2018/12/07	02:30:50	65	3515	0	35.42949
906	2018/12/07	02:31:00	66	3510	0	35.37909
907	2018/12/07	02:31:10	69	3513	0	35.40933
908	2018/12/07	02:31:20	69	3511	0	35.38917000000001
909	2018/12/07	02:31:30	67	3510	0	35.37909
910	2018/12/07	02:31:40	67	3509	0	35.36901
911	2018/12/07	02:31:50	70	3511	0	35.38917000000001
912	2018/12/07	02:32:00	69	3512	0	35.39925
913	2018/12/07	02:32:10	69	3510	0	35.37909
914	2018/12/07	02:32:20	68	3514	0	35.41941
915	2018/12/07	02:32:30	69	3510	0	35.37909
916	2018/12/07	02:32:40	70	3509	0	35.36901
917	2018/12/07	02:32:50	71	3509	0	35.36901
918	2018/12/07	02:33:00	68	3511	0	35.38917000000001
919	2018/12/07	02:33:10	68	3511	0	35.38917000000001
920	2018/12/07	02:33:20	69	3512	0	35.39925
921	2018/12/07	02:33:30	69	3508	0	35.35893
922	2018/12/07	02:33:40	69	3512	0	35.39925
923	2018/12/07	02:33:50	70	3509	0	35.36901
924	2018/12/07	02:34:00	70	3511	0	35.38917000000001
925	2018/12/07	02:34:10	71	3508	0	35.35893
926	2018/12/07	02:34:20	69	3509	0	35.36901
927	2018/12/07	02:34:30	68	3511	0	35.38917000000001
928	2018/12/07	02:34:40	70	3512	0	35.39925
929	2018/12/07	02:34:50	71	3510	0	35.37909
930	2018/12/07	02:35:00	69	3506	0	35.338770000000004
931	2018/12/07	02:35:10	68	3511	0	35.38917000000001
932	2018/12/07	02:35:20	71	3513	0	35.40933
933	2018/12/07	02:35:30	70	3509	0	35.36901
934	2018/12/07	02:35:40	68	3509	0	35.36901
935	2018/12/07	02:35:50	68	3508	0	35.35893
936	2018/12/07	02:36:00	70	3510	0	35.37909
937	2018/12/07	02:36:10	69	3507	0	35.34885
938	2018/12/07	02:36:20	70	3507	0	35.34885
939	2018/12/07	02:36:30	71	3507	0	35.34885
940	2018/12/07	02:36:40	70	3508	0	35.35893
941	2018/12/07	02:36:50	69	3508	0	35.35893
942	2018/12/07	02:37:00	70	3510	0	35.37909
943	2018/12/07	02:37:10	66	3510	0	35.37909
944	2018/12/07	02:37:20	66	3509	0	35.36901
945	2018/12/07	02:37:30	68	3510	0	35.37909
946	2018/12/07	02:37:40	68	3511	0	35.38917000000001
947	2018/12/07	02:37:50	69	3510	0	35.37909
948	2018/12/07	02:38:00	68	3511	0	35.38917000000001
949	2018/12/07	02:38:10	68	3508	0	35.35893
950	2018/12/07	02:38:20	70	3512	0	35.39925
951	2018/12/07	02:38:30	70	3512	0	35.39925
952	2018/12/07	02:38:40	68	3509	0	35.36901
953	2018/12/07	02:38:50	68	3508	0	35.35893
954	2018/12/07	02:39:00	68	3509	0	35.36901
955	2018/12/07	02:39:10	71	3509	0	35.36901
956	2018/12/07	02:39:20	71	3509	0	35.36901
957	2018/12/07	02:39:30	68	3509	0	35.36901
958	2018/12/07	02:39:40	67	3512	0	35.39925
959	2018/12/07	02:39:50	68	3510	0	35.37909
960	2018/12/07	02:40:00	64	3508	0	35.35893
961	2018/12/07	02:40:10	66	3510	0	35.37909
962	2018/12/07	02:40:20	68	3509	0	35.36901
963	2018/12/07	02:40:30	69	3511	0	35.38917000000001
964	2018/12/07	02:40:40	70	3509	0	35.36901
965	2018/12/07	02:40:50	70	3512	0	35.39925
966	2018/12/07	02:41:00	70	3511	0	35.38917000000001
967	2018/12/07	02:41:10	72	3506	1	35.338770000000004
968	2018/12/07	02:41:20	90	3505	0	35.32869
969	2018/12/07	02:41:30	90	3510	0	35.37909
970	2018/12/07	02:41:40	72	3516	0	35.43957
971	2018/12/07	02:41:50	68	3523	0	35.510130000000004
972	2018/12/07	02:42:00	68	3525	0	35.53029
973	2018/12/07	02:42:10	68	3526	0	35.54037
974	2018/12/07	02:42:20	67	3528	0	35.56053
975	2018/12/07	02:42:30	68	3529	0	35.57061
976	2018/12/07	02:42:40	69	3531	0	35.59077
977	2018/12/07	02:42:50	69	3531	0	35.59077
978	2018/12/07	02:43:00	69	3525	0	35.53029
979	2018/12/07	02:43:10	69	3522	0	35.50005
980	2018/12/07	02:43:20	70	3516	0	35.43957
981	2018/12/07	02:43:30	68	3513	0	35.40933
982	2018/12/07	02:43:40	66	3514	0	35.41941
983	2018/12/07	02:43:50	66	3511	0	35.38917000000001
984	2018/12/07	02:44:00	69	3508	0	35.35893
985	2018/12/07	02:44:10	66	3505	0	35.32869
986	2018/12/07	02:44:20	66	3501	0	35.28837
987	2018/12/07	02:44:30	68	3497	0	35.248050000000006
988	2018/12/07	02:44:40	68	3491	0	35.18757
989	2018/12/07	02:44:50	64	3490	0	35.177490000000006
990	2018/12/07	02:45:00	67	3486	0	35.13717
991	2018/12/07	02:45:10	69	3482	0	35.09685
992	2018/12/07	02:45:20	65	3476	0	35.036370000000005
993	2018/12/07	02:45:30	65	3472	0	34.99605
994	2018/12/07	02:45:40	65	3467	0	34.94565
995	2018/12/07	02:45:50	68	3462	0	34.895250000000004
996	2018/12/07	02:46:00	69	3461	0	34.88517
997	2018/12/07	02:46:10	69	3455	0	34.824690000000004
998	2018/12/07	02:46:20	68	3449	0	34.764210000000006
999	2018/12/07	02:46:30	69	3445	0	34.723890000000004
1000	2018/12/07	02:46:40	69	3443	0	34.70373
1001	2018/12/07	02:46:50	68	3439	0	34.663410000000006
1002	2018/12/07	02:47:00	68	3438	0	34.653330000000004
1003	2018/12/07	02:47:10	68	3431	0	34.582770000000004
1004	2018/12/07	02:47:20	68	3432	0	34.592850000000006
